Name Longitude Latitude
Pedicularis_torta 102.6036 31.04649
Pedicularis_tibetica 101.385 30.0156
Pedicularis_tibetica 101.868 29.83469
Pedicularis_tibetica 100.8871 29.94439
Pedicularis_tibetica 99.16432 31.83543
Pedicularis_tibetica 101.0958 33.14089
Pedicularis_mussotii 98.89186 31.94955
Pedicularis_mussotii 103.2187 31.50251
Pedicularis_mussotii 102.0055 29.83064
Pedicularis_mussotii 102.0261 29.5825
Pedicularis_mussotii 102.2219 31.76798
Pedicularis_mussotii 102.1699 28.98223
Pedicularis_mussotii 100.8454 29.96782
Pedicularis_mussotii 102.4573 30.73468
Pedicularis_latituba 99.8586 30.21148
Pedicularis_latituba 96.99974 31.06712
Pedicularis_latituba 100.1025 29.20273
Pedicularis_latituba 100.4178 28.39552
Pedicularis_latituba 98.67367 28.8278
Pedicularis_latituba 101.1726 28.2263
Pedicularis_latituba 97.40046 31.21852
Pedicularis_latituba 97.98507 29.72007
Pedicularis_latituba 97.31673 30.19225
Pedicularis_latituba 97.53026 28.84112
Pedicularis_decorissima 102.4499 35.1538
Pedicularis_decorissima 102.2381 36.92667
Pedicularis_decorissima 101.1468 30.99416
Pedicularis_decorissima 99.35443 32.61689
Pedicularis_decorissima 101.0696 32.08215
Pedicularis_decorissima 102.2182 33.03579
Pedicularis_decorissima 103.1173 32.29726
Pedicularis_decorissima 99.99595 31.38631
Pedicularis_decorissima 100.7263 32.25303
Pedicularis_decorissima 103.2116 34.14169
Pedicularis_decorissima 100.9329 31.44926
Pedicularis_fengii 101.2003 28.10796
Pedicularis_fengii 100.0826 27.28658
Pedicularis_fengii 100.4291 28.37776
Pedicularis_fengii 99.91885 27.61399
Pedicularis_macilenta 103.264 29.53376
Pedicularis_macilenta 101.5708 27.29908
Pedicularis_tenuisecta 100.2459 27.03382
Pedicularis_tenuisecta 100.3852 27.23912
Pedicularis_tenuisecta 100.636 27.54541
Pedicularis_tenuisecta 99.99376 25.74708
Pedicularis_tenuisecta 99.01591 28.35122
Pedicularis_tenuisecta 99.29855 27.27159
Pedicularis_tenuisecta 102.8787 25.49142
Pedicularis_tenuisecta 101.6137 28.83134
Pedicularis_tenuisecta 102.2819 26.56692
Pedicularis_tenuisecta 102.9441 26.08787
Pedicularis_tenuisecta 102.2984 29.83318
Pedicularis_tenuisecta 101.5226 24.96544
Pedicularis_tenuisecta 101.218 28.11212
Pedicularis_tenuisecta 100.1732 26.41692
Pedicularis_tenuisecta 98.63133 27.75426
Pedicularis_tenuisecta 99.72578 27.75435
Pedicularis_tenuisecta 100.7486 24.46759
Pedicularis_tenuisecta 99.67306 27.33313
Pedicularis_tenuisecta 98.85143 28.45982
Pedicularis_tenuisecta 100.0053 25.40861
Pedicularis_tenuisecta 100.0747 27.28917
Pedicularis_tenuisecta 100.062 25.85049
Pedicularis_labordei 102.8991 26.09426
Pedicularis_labordei 100.2221 27.00726
Pedicularis_labordei 102.2925 27.93892
Pedicularis_labordei 99.98851 25.81535
Pedicularis_labordei 103.2047 25.49009
Pedicularis_labordei 103.0168 27.11293
Pedicularis_labordei 102.3709 25.49753
Pedicularis_labordei 102.6594 28.44151
Pedicularis_labordei 102.7492 25.20635
Pedicularis_crenata 100.2647 27.08493
Pedicularis_crenata 100.4114 27.22209
Pedicularis_crenata 102.9078 26.03466
Pedicularis_crenata 100.0876 25.89273
Pedicularis_crenata 100.4364 28.36805
Pedicularis_crenata 100.1288 26.33162
Pedicularis_crenata 100.0778 27.2751
Pedicularis_crenata 100.6256 27.57471
Pedicularis_crenata 100.7675 27.89752
Pedicularis_crenularis 100.0142 25.77447
Pedicularis_veronicifolia 103.0106 23.3923
Pedicularis_veronicifolia 100.059 25.9471
Pedicularis_veronicifolia 102.3015 26.64314
Pedicularis_veronicifolia 102.6844 25.34881
Pedicularis_veronicifolia 102.57 24.87353
Pedicularis_veronicifolia 103.3538 26.11506
Pedicularis_veronicifolia 102.7014 25.12604
Pedicularis_gyirongensis 84.83299 28.52315
Pedicularis_micrantha 99.00687 26.1311
Pedicularis_micrantha 99.04643 26.87478
Pedicularis_dissectifolia 101.6046 27.86456
Pedicularis_dissectifolia 99.59197 27.79182
Pedicularis_neolatituba 103.1408 31.04123
Pedicularis_neolatituba 103.0938 31.03317
Pedicularis_tsiangii 103.9314 26.59486
Pedicularis_petitmenginii 101.9505 29.90328
Pedicularis_petitmenginii 101.8604 29.97671
Pedicularis_petitmenginii 102.179 30.0476
Pedicularis_petitmenginii 102.7591 30.81341
Pedicularis_petitmenginii 102.5244 30.85029
Pedicularis_petitmenginii 102.9336 31.39912
Pedicularis_petitmenginii 102.7012 31.02964
Pedicularis_petitmenginii 102.7634 31.176
Pedicularis_petitmenginii 102.2253 30.79204
Pedicularis_petitmenginii 101.9634 30.10791
Pedicularis_franchetiana 101.8793 29.84683
Pedicularis_franchetiana 101.9074 29.68251
Pedicularis_aschistorrhyncha 96.61024 31.34703
Pedicularis_corymbifera 92.3788 29.88519
Pedicularis_corymbifera 95.64983 29.95488
Pedicularis_corymbifera 94.8213 30.26984
Pedicularis_wilsonii 101.9934 29.82605
Pedicularis_paxiana 101.2318 31.0227
Pedicularis_fastigiata 98.86591 27.68369
Pedicularis_gagnepainiana 104.611 26.11558
Pedicularis_stadlmanniana 100.0275 25.8327
Pedicularis_kariensis 99.33384 27.43491
Pedicularis_limprichtiana 100.1049 26.35175
Pedicularis_souliei 101.4928 30.07187
Pedicularis_oligantha 99.7369 27.95041
Pedicularis_subulatidens 97.58396 28.79404
Pedicularis_longicalyx 95.61341 29.9925
Pedicularis_dichrocephala 102.9923 25.4256
Pedicularis_lanpingensis 99.09597 26.90525
